Rime started with address 186.11
Rime started with address 186.11
MAC ba:0b:00:00:00:00:00:00 Contiki 2.6 started. Node id is set to 3002.
MAC ba:0b:00:00:00:00:00:00 Contiki 2.6 started. Node id is set to 3002.
CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
Starting 'coSensor'
Starting 'coSensor'


Sync 1 addr set to 185.11
Sync 1 addr set to 185.11


Sync 2 addr set to 192.11
Sync 2 addr set to 192.11
Activating CO, CO2 Sensor...
Activating CO, CO2 Sensor...
0	233	23
0	233	23
1	147	38
1	147	38
2	147	52
2	147	52
3	153	68
3	153	68
4	153	83
4	153	83
5	153	98
5	153	98
6	149	113
6	149	113
7	148	128
7	148	128
8	149	143
8	149	143
9	150	158
9	150	158
10	152	150
10	152	150
11	148	150
11	148	150
12	143	149
12	143	149
13	147	149
13	147	149
14	147	148
14	147	148
15	148	148
15	148	148
16	150	148
16	150	148
17	149	148
17	149	148
18	146	148
18	146	148
19	148	147
19	148	147
20	144	147
20	144	147
21	146	146
21	146	146
22	149	147
22	149	147
23	148	147
23	148	147
24	149	147
24	149	147
25	146	147
25	146	147
26	147	147
26	147	147
27	146	146
27	146	146
28	147	147
28	147	147
29	148	147
29	148	147
30	148	147
30	148	147
31	146	147
31	146	147
32	146	147
32	146	147
33	144	146
33	144	146
34	149	146
34	149	146
35	150	147
35	150	147
36	149	147
36	149	147
37	150	147
37	150	147
38	150	148
38	150	148
39	148	148
39	148	148
40	146	147
40	146	147
41	144	147
41	144	147
42	142	147
42	142	147
43	142	147
43	142	147
44	146	146
44	146	146
45	144	146
45	144	146
46	146	145
46	146	145
47	148	145
47	148	145
48	150	145
48	150	145
49	148	145
49	148	145
50	147	145
50	147	145
51	147	146
51	147	146
52	146	146
52	146	146
53	147	146
53	147	146
54	148	147
54	148	147
55	150	147
55	150	147
56	149	148
56	149	148
57	150	148
57	150	148
58	146	147
58	146	147
59	147	147
59	147	147
60	143	147
60	143	147
61	148	147
61	148	147
62	143	147
62	143	147
63	146	147
63	146	147
64	148	147
64	148	147
65	146	146
65	146	146
66	146	146
66	146	146
67	147	146
67	147	146
68	146	146
68	146	146
69	146	145
69	146	145
70	144	146
70	144	146
71	146	145
71	146	145
72	147	146
72	147	146
73	143	145
73	143	145
74	146	145
74	146	145
75	148	145
75	148	145
76	147	146
76	147	146
77	148	146
77	148	146
78	148	146
78	148	146
79	142	145
79	142	145
80	144	145
80	144	145
81	146	145
81	146	145
82	150	146
82	150	146
83	148	146
83	148	146
84	150	147
84	150	147
85	150	147
85	150	147
86	151	147
86	151	147
87	149	147
87	149	147
88	149	147
88	149	147
89	147	148
89	147	148
90	146	148
90	146	148
91	146	148
91	146	148
92	149	148
92	149	148
93	148	148
93	148	148
94	148	148
94	148	148
95	147	148
95	147	148
96	148	147
96	148	147
97	146	147
97	146	147
98	146	147
98	146	147
99	142	146
99	142	146
100	146	146
100	146	146
101	144	146
101	144	146
102	148	146
102	148	146
103	148	146
103	148	146
104	149	146
104	149	146
105	155	147
105	155	147
106	150	147
106	150	147
107	154	148
107	154	148
108	157	149
108	157	149
109	155	150
109	155	150
110	153	151
110	153	151
111	153	152
111	153	152
112	154	152
112	154	152
113	157	153
113	157	153
114	157	154
114	157	154
115	159	154
115	159	154
116	158	155
116	158	155
117	160	156
117	160	156
118	157	156
118	157	156
119	156	156
119	156	156
120	158	156
120	158	156
121	153	156
121	153	156
122	152	156
122	152	156
123	150	156
123	150	156
124	150	155
124	150	155
125	153	154
125	153	154
126	154	154
126	154	154
127	160	154
127	160	154
128	162	154
128	162	154
129	166	155
129	166	155
130	163	156
130	163	156
131	164	157
131	164	157
132	164	158
132	164	158
133	161	159
133	161	159
134	163	161
134	163	161
135	161	161
135	161	161
